gender,tenure,service_1,service_2,tariff,expencies,RESULT
F,72,Yes,Yes,POST,116.85,No
M,71,Yes,Yes,POST,105.75,No
F,24,Yes,No,POST,20.15,No
F,15,Yes,No,POST,19.6,No
M,67,Yes,No,POST,90.6,Yes
M,2,Yes,Yes,PRE,60.95,No
F,5,No,No,PRE,25.05,No
F,15,Yes,No,PRE,88.15,Yes
M,1,Yes,No,PRE,20.2,Yes
M,41,Yes,No,POST,60.3,No
F,43,Yes,No,PRE,63.95,No
M,1,Yes,Yes,PRE,74.3,No
F,1,Yes,No,PRE,70.6,No
F,26,Yes,No,PRE,90.8,Yes
M,22,Yes,Yes,PRE,79.35,Yes
M,71,Yes,Yes,POST,90.55,No
M,7,Yes,No,POST,19.45,No
F,28,Yes,Yes,PRE,64.45,No
M,16,Yes,No,PRE,69.65,No
M,7,Yes,No,POST,19.5,No
F,69,Yes,Yes,POST,110.5,No
F,1,No,No,PRE,24.7,No
M,3,Yes,No,PRE,77.4,No
M,21,Yes,No,PRE,96.8,Yes
F,69,Yes,Yes,PRE,85.4,No
F,71,No,No,POST,47.6,No
F,69,Yes,No,POST,19.4,No
F,48,Yes,Yes,PRE,103.85,No
M,47,Yes,Yes,PRE,83.35,Yes
F,2,Yes,Yes,PRE,49.4,Yes
M,45,Yes,Yes,PRE,108.45,No
M,51,Yes,Yes,PRE,81,No
F,22,Yes,Yes,PRE,79.2,Yes
M,72,Yes,Yes,POST,86.65,No
M,37,Yes,Yes,PRE,92.95,No
M,71,Yes,Yes,POST,90.35,No
M,7,Yes,No,PRE,48.7,Yes
F,66,Yes,Yes,POST,25.15,No
M,51,Yes,No,POST,76.4,No
F,30,Yes,No,POST,19.55,No
F,34,Yes,Yes,PRE,85.35,No
M,64,Yes,Yes,POST,24.8,No
M,65,Yes,Yes,POST,103.15,No
M,47,Yes,Yes,PRE,100.75,No
F,1,Yes,No,PRE,95.6,Yes
F,49,Yes,Yes,PRE,59.75,Yes
F,67,Yes,Yes,POST,94.1,No
M,39,Yes,No,POST,19.35,No
M,14,Yes,No,PRE,19.9,No
F,43,Yes,No,PRE,108.15,Yes
M,56,Yes,Yes,PRE,101.05,No
F,14,Yes,No,POST,59.1,No
F,1,Yes,No,PRE,71.35,Yes
M,16,Yes,No,POST,55.85,No
M,70,Yes,Yes,PRE,106.05,No
M,72,Yes,Yes,POST,84.1,No
F,23,Yes,No,PRE,75.3,No
M,21,Yes,Yes,PRE,24.7,No
F,1,Yes,No,PRE,20.15,Yes
M,1,Yes,No,PRE,69.75,Yes
F,32,Yes,Yes,PRE,93.2,Yes
M,17,Yes,No,PRE,80.85,Yes
F,4,No,No,PRE,33.65,Yes
F,36,Yes,Yes,POST,55.8,No
F,50,No,No,POST,39.7,No
F,48,No,No,PRE,29.5,No
F,50,Yes,No,POST,20.15,No
M,72,Yes,Yes,POST,79.55,No
M,10,Yes,Yes,PRE,24.8,No
F,18,Yes,No,PRE,19.65,No
M,1,Yes,No,PRE,79.95,Yes
F,1,Yes,No,PRE,19.3,Yes
M,9,Yes,No,PRE,94.05,No
M,2,Yes,Yes,PRE,90.75,No
F,40,Yes,Yes,PRE,78.85,No
M,69,Yes,Yes,POST,99.5,No
F,37,Yes,Yes,POST,99.2,Yes
M,18,Yes,Yes,PRE,80.55,No
M,11,Yes,No,PRE,70.2,No
F,8,Yes,Yes,PRE,85.2,Yes
F,3,Yes,Yes,PRE,75.25,Yes
M,55,Yes,No,POST,59.45,No
M,33,Yes,Yes,PRE,93.35,No
F,46,Yes,No,PRE,44.95,No
M,34,Yes,Yes,POST,26.1,No
F,3,Yes,No,PRE,20.2,No
M,30,Yes,No,POST,21.25,No
F,33,Yes,Yes,POST,59.4,No
M,45,Yes,Yes,POST,95,No
M,40,Yes,No,PRE,61.9,No
F,71,Yes,Yes,POST,118.65,No
M,1,Yes,Yes,PRE,54.35,Yes
F,72,No,No,POST,64.45,No
F,22,Yes,No,PRE,80.15,No
M,46,Yes,No,POST,20.2,No
F,55,Yes,No,POST,21,No
M,1,Yes,No,PRE,20.45,No
F,12,Yes,Yes,POST,75.85,No
M,31,Yes,Yes,PRE,80.45,No
M,5,No,No,PRE,24.95,Yes
F,67,Yes,Yes,POST,75.5,No
M,1,Yes,No,PRE,44.45,No
M,40,No,No,POST,42.35,Yes
M,41,Yes,Yes,PRE,74.55,No
M,1,Yes,Yes,PRE,75.3,Yes
M,51,Yes,Yes,POST,94.8,Yes
M,42,No,No,POST,48.15,No
M,23,Yes,No,POST,19.65,No
F,1,Yes,No,PRE,70.55,Yes
F,1,Yes,No,PRE,20.15,No
F,56,Yes,Yes,PRE,106.6,No
M,15,Yes,Yes,PRE,91,No
M,12,Yes,Yes,POST,25.4,No
F,54,Yes,No,POST,69.95,No
F,7,Yes,No,PRE,66.85,No
F,33,Yes,Yes,PRE,86.15,Yes
M,16,Yes,No,PRE,20.15,No
F,21,Yes,No,POST,64.85,No
M,30,Yes,Yes,POST,74.85,No
M,3,Yes,No,PRE,50.5,No
M,11,Yes,No,PRE,72.9,No
F,62,Yes,Yes,POST,115.05,No
M,18,Yes,No,PRE,19,No
M,6,Yes,No,PRE,19.55,No
F,46,Yes,Yes,POST,101.1,No
M,21,Yes,Yes,PRE,84.1,No
M,68,Yes,Yes,POST,24.15,No
F,1,Yes,Yes,PRE,50.1,No
F,25,Yes,No,PRE,74.6,No
F,24,Yes,No,POST,19.75,No
F,30,Yes,Yes,PRE,85,Yes
F,2,Yes,No,PRE,80.55,Yes
M,51,Yes,Yes,POST,106.8,No
F,57,Yes,Yes,POST,84.5,No
F,15,Yes,Yes,POST,25.05,No
F,72,Yes,No,POST,83.7,No
F,2,Yes,No,PRE,75.8,Yes
M,28,Yes,Yes,PRE,96.6,No
M,29,Yes,Yes,PRE,98.5,Yes
M,70,Yes,No,POST,101.1,No
F,13,Yes,No,POST,20.2,No
F,59,Yes,Yes,POST,94.05,No
M,13,Yes,Yes,PRE,95.25,Yes
M,7,Yes,Yes,PRE,74.4,Yes
F,62,Yes,No,POST,81,No
F,21,Yes,No,POST,60.25,No
F,2,Yes,No,PRE,60.85,No
F,1,Yes,No,PRE,43.95,No
M,4,Yes,No,PRE,86.05,No
F,19,Yes,No,POST,20.25,No
F,30,Yes,No,PRE,85.15,Yes
M,67,Yes,No,POST,19.4,No
M,72,Yes,Yes,POST,102.65,No
M,53,Yes,No,POST,19.9,No
F,5,Yes,No,POST,19.55,No
M,71,Yes,No,POST,95.5,No
F,50,Yes,Yes,POST,84.15,No
M,56,Yes,Yes,POST,103.2,No
M,2,Yes,No,PRE,50.2,No
F,2,Yes,Yes,PRE,88.55,Yes
M,24,Yes,Yes,PRE,54.75,Yes
M,46,Yes,No,POST,19.95,No
M,71,Yes,Yes,POST,116.25,No
F,29,No,No,PRE,31.2,No
M,69,Yes,Yes,POST,24.45,No
M,71,Yes,Yes,POST,84.2,No
F,1,Yes,No,PRE,91.3,Yes
M,56,Yes,No,POST,85.65,No
M,56,Yes,No,POST,21.2,No
M,1,Yes,No,PRE,79.5,Yes
F,28,Yes,Yes,POST,25.55,No
F,19,Yes,No,PRE,20.2,No
M,66,Yes,Yes,PRE,63.85,No
F,17,Yes,Yes,POST,61.95,No
M,52,Yes,Yes,POST,25.75,No
F,19,Yes,No,POST,58.2,No
F,36,Yes,No,POST,85.85,No
M,7,Yes,No,PRE,70.1,Yes
M,72,Yes,Yes,POST,104.9,No
M,67,Yes,Yes,POST,111.3,Yes
M,34,Yes,No,POST,99.85,No
M,57,Yes,Yes,PRE,95.25,Yes
F,7,Yes,No,PRE,86.25,Yes
F,1,Yes,Yes,PRE,100.8,Yes
M,8,Yes,No,PRE,19.55,No
F,69,Yes,Yes,POST,104,No
F,50,Yes,Yes,POST,104.4,No
M,10,Yes,No,POST,19.5,No
F,12,Yes,Yes,POST,25.25,No
F,14,Yes,No,PRE,86.3,Yes
F,70,No,No,POST,49.85,No
F,64,Yes,Yes,PRE,108.95,No
F,66,Yes,Yes,POST,89.9,No
F,71,Yes,No,POST,82,No
M,20,Yes,No,PRE,89.95,No
M,72,Yes,No,POST,79.35,No
F,71,Yes,No,POST,64.05,No
M,38,Yes,Yes,PRE,101.15,No
F,28,Yes,Yes,PRE,89.95,Yes
M,17,Yes,No,PRE,76.45,Yes
M,33,No,No,POST,39.1,No
F,23,No,No,POST,34.6,No
M,58,Yes,No,POST,19.55,No
F,70,Yes,Yes,POST,104.45,No
M,4,Yes,No,PRE,70.5,No
M,45,Yes,No,POST,20.35,No
M,10,Yes,No,PRE,70,Yes
M,36,Yes,No,POST,19.45,No
M,54,Yes,No,PRE,69.9,No
M,23,Yes,Yes,POST,59.7,No
F,41,Yes,Yes,POST,78.35,No
M,5,Yes,No,PRE,71.45,No
M,27,No,No,POST,45.85,No
F,1,Yes,No,PRE,95.85,No
F,67,No,No,POST,35.7,No
F,72,Yes,Yes,POST,89.55,No
F,56,Yes,Yes,POST,24.95,No
M,44,Yes,Yes,POST,24.85,No
F,66,Yes,Yes,PRE,100.8,No
F,34,Yes,Yes,POST,64.4,Yes
F,69,Yes,Yes,POST,105.35,No
F,1,Yes,Yes,PRE,102.45,Yes
F,40,Yes,No,POST,19.65,No
M,30,Yes,Yes,PRE,54.45,No
F,11,Yes,No,PRE,70.5,No
F,15,Yes,No,POST,20.1,No
M,11,Yes,No,PRE,69.35,No
F,64,Yes,No,POST,19.8,No
M,72,Yes,No,POST,74.4,No
M,72,Yes,Yes,POST,93.05,No
F,1,Yes,No,PRE,51.2,No
F,15,Yes,No,POST,65.6,No
F,60,Yes,Yes,POST,80.55,No
M,56,Yes,No,POST,52.7,No
F,8,Yes,No,POST,20.85,No
F,3,Yes,No,PRE,80.1,Yes
F,49,Yes,Yes,PRE,52.15,No
F,2,Yes,No,PRE,80.2,Yes
F,6,Yes,No,PRE,98.15,Yes
M,70,Yes,Yes,POST,114.95,No
M,12,Yes,Yes,PRE,112.95,Yes
M,52,Yes,No,POST,104.45,No
F,72,Yes,Yes,POST,113.65,No
F,40,Yes,No,POST,20.6,No
F,1,Yes,No,PRE,70.9,Yes
F,3,Yes,No,PRE,86.85,Yes
F,40,Yes,No,PRE,91.55,No
M,1,Yes,No,PRE,49.85,No
M,30,Yes,No,POST,19.8,No
M,23,Yes,No,PRE,99.85,Yes
M,1,Yes,Yes,PRE,74.5,Yes
F,44,Yes,Yes,PRE,104.15,No
M,65,Yes,Yes,PRE,109.15,Yes
F,7,Yes,No,PRE,48.2,No
M,72,Yes,Yes,POST,25.1,No
F,8,Yes,Yes,PRE,100.15,No
F,16,Yes,Yes,PRE,65.2,Yes
M,66,Yes,Yes,PRE,99.5,Yes
M,1,Yes,No,PRE,71.55,Yes
M,3,Yes,No,PRE,55.9,No
M,53,Yes,Yes,PRE,93.9,Yes
M,8,Yes,No,PRE,64.4,No
M,69,Yes,Yes,POST,108.4,Yes
F,5,Yes,No,PRE,85.3,No
F,72,Yes,Yes,POST,107.45,No
F,13,No,No,PRE,48.75,Yes
F,4,Yes,Yes,PRE,85.65,Yes
F,54,Yes,Yes,POST,91.3,No
M,72,Yes,Yes,POST,85.95,No
M,12,Yes,Yes,PRE,106.7,Yes
M,1,No,No,PRE,25.15,Yes
M,1,Yes,No,PRE,45.2,No
F,54,Yes,Yes,POST,110.35,Yes
M,69,Yes,Yes,POST,79.2,No
F,48,Yes,No,POST,55.5,No
F,48,Yes,Yes,POST,103.25,Yes
F,8,Yes,Yes,PRE,90.25,No
M,71,Yes,Yes,POST,91.25,No
M,2,Yes,No,PRE,47.8,Yes
M,67,Yes,No,POST,100.9,No
M,34,Yes,Yes,PRE,97.7,No
F,3,Yes,No,PRE,69.85,No
F,9,Yes,No,POST,65.6,No
M,71,Yes,No,POST,104.65,No
M,57,Yes,Yes,POST,90.45,No
M,72,No,No,POST,63.7,No
F,48,Yes,No,PRE,104.5,No
M,18,Yes,No,POST,20.1,No
M,43,Yes,Yes,POST,104.3,No
F,72,Yes,Yes,POST,93.25,No
M,35,Yes,Yes,POST,73.45,No
M,4,Yes,No,PRE,20.7,No
F,49,Yes,Yes,POST,25.25,No
F,71,Yes,Yes,POST,100.5,No
M,11,Yes,No,PRE,90.6,No
M,63,Yes,Yes,POST,89.4,No
F,65,Yes,Yes,PRE,95.45,No
F,49,Yes,No,POST,20.45,No
F,29,Yes,Yes,PRE,98.6,Yes
F,15,Yes,Yes,PRE,83.05,Yes
F,4,Yes,No,PRE,19.95,No
F,72,Yes,Yes,POST,109.15,No
F,26,Yes,No,PRE,85.7,No
F,35,Yes,Yes,PRE,102.05,No
F,57,Yes,Yes,POST,94.7,No
M,28,Yes,Yes,PRE,64.4,No
F,25,Yes,Yes,POST,26.8,No
F,47,Yes,No,POST,66.05,No
F,57,Yes,Yes,PRE,65.2,No
M,16,Yes,Yes,PRE,85.05,No
M,5,Yes,No,PRE,55.8,No
M,17,Yes,No,PRE,70.4,Yes
F,56,Yes,Yes,POST,104.75,Yes
M,72,Yes,No,POST,19.95,No
F,21,Yes,Yes,PRE,94.25,Yes
F,48,No,No,POST,45,No
F,68,Yes,Yes,POST,114.9,No
F,30,Yes,Yes,PRE,106.4,No
F,3,Yes,No,PRE,46.1,No
F,14,No,No,POST,39.7,No
F,4,Yes,No,PRE,20.05,No
F,71,Yes,Yes,POST,95.75,No
M,8,Yes,Yes,POST,24.4,No
M,61,No,No,PRE,33.6,No
M,72,Yes,Yes,POST,90.45,No
F,5,Yes,Yes,PRE,84,No
F,49,Yes,No,POST,67.4,No
M,8,Yes,No,PRE,19.7,No
M,3,Yes,No,PRE,80.35,No
M,9,Yes,No,POST,19.6,No
M,67,Yes,No,POST,54.2,No
M,46,Yes,No,PRE,45.2,No
F,67,Yes,Yes,POST,75.1,No
F,55,Yes,No,POST,19.7,No
M,33,Yes,Yes,PRE,72.75,No
M,62,Yes,No,POST,20.05,No
F,1,Yes,No,PRE,45.95,Yes
M,49,No,No,PRE,39.2,No
M,1,Yes,No,PRE,44.75,No
M,14,Yes,Yes,PRE,82.65,No
M,18,Yes,Yes,PRE,93.9,No
F,1,Yes,No,PRE,70.15,Yes
F,1,Yes,No,PRE,85.55,Yes
F,72,Yes,Yes,POST,117.15,No
M,64,Yes,Yes,POST,99.25,No
M,69,Yes,Yes,POST,112.55,No
F,1,Yes,Yes,PRE,25.7,No
M,71,Yes,Yes,POST,90.3,No
F,66,Yes,No,POST,49.4,No
M,2,Yes,No,PRE,19.4,No
F,71,Yes,No,POST,109.7,No
M,11,Yes,No,POST,61.25,No
M,47,Yes,No,PRE,55.3,No
F,35,Yes,No,PRE,70.3,Yes
M,32,Yes,Yes,PRE,106.35,Yes
M,60,Yes,Yes,PRE,103.75,No
M,11,Yes,No,POST,19.5,No
F,29,No,No,POST,39.5,No
M,21,No,No,PRE,26.05,No
M,48,Yes,Yes,PRE,91.05,No
F,3,No,No,PRE,29.65,No
F,43,Yes,No,PRE,50.2,No
M,5,Yes,Yes,PRE,105.3,No
F,1,Yes,No,PRE,55.45,No
M,71,Yes,Yes,POST,85.45,No
F,8,Yes,No,POST,19.8,No
M,8,Yes,Yes,PRE,59.25,No
M,20,Yes,Yes,PRE,90.7,No
F,33,Yes,Yes,POST,103.7,Yes
M,71,Yes,Yes,POST,79.05,No
F,31,Yes,Yes,POST,90.7,No
F,38,Yes,Yes,POST,95,No
M,1,Yes,No,PRE,88.35,Yes
F,2,No,No,PRE,30.25,No
F,12,No,No,PRE,49.85,No
F,9,Yes,No,PRE,93,No
M,11,Yes,No,PRE,54.55,No
M,6,Yes,No,PRE,19.7,No
F,71,Yes,No,POST,84.8,No
F,42,Yes,Yes,POST,94.45,No
F,8,Yes,No,PRE,94.2,Yes
F,5,Yes,No,PRE,96.25,Yes
F,2,Yes,No,PRE,70.7,Yes
F,45,Yes,No,POST,20.85,No
M,28,No,No,POST,60,No
F,43,Yes,Yes,PRE,80.45,No
M,60,Yes,Yes,POST,84.95,No
F,42,No,No,POST,33.55,Yes
M,7,No,No,POST,49.65,No
F,25,Yes,No,POST,20.2,No
F,40,Yes,Yes,PRE,94.55,Yes
M,27,Yes,Yes,POST,100.5,No
M,10,No,No,PRE,35.75,No
F,27,Yes,Yes,PRE,86.45,No
F,11,Yes,No,POST,53.8,No
M,4,No,No,PRE,38.55,No
M,68,No,No,PRE,39.9,No
M,1,Yes,No,PRE,70.05,No
F,18,Yes,No,POST,20.1,No
F,57,Yes,Yes,POST,112.95,Yes
M,26,Yes,No,PRE,20.3,No
F,17,No,No,PRE,35.65,No
M,1,No,No,PRE,35.9,Yes
M,38,Yes,Yes,PRE,99.25,Yes
M,59,Yes,No,POST,82.95,No
M,30,Yes,No,POST,55.65,No
M,2,No,No,PRE,24.45,Yes
F,50,Yes,Yes,POST,25.2,No
M,9,No,No,POST,50.8,No
F,3,Yes,No,PRE,19.65,No
F,14,Yes,No,PRE,59.8,No
F,31,Yes,No,PRE,73.55,No
F,7,Yes,No,PRE,61.4,No
F,8,Yes,Yes,PRE,103.35,Yes
M,17,Yes,No,POST,19.9,No
M,32,Yes,No,PRE,19.45,No
F,2,Yes,No,PRE,81.5,No
M,7,Yes,Yes,PRE,84.8,Yes
F,72,Yes,Yes,POST,109.55,No
F,31,Yes,Yes,PRE,99.95,Yes
F,27,Yes,No,PRE,74.4,No
F,18,Yes,Yes,PRE,90,Yes
M,7,Yes,No,PRE,74.9,No
F,14,Yes,Yes,PRE,104.85,Yes
M,11,Yes,No,PRE,59.65,No
F,72,Yes,Yes,POST,110.45,No
M,28,Yes,Yes,POST,106.1,Yes
M,15,Yes,Yes,PRE,74.2,Yes
F,4,Yes,Yes,PRE,74.45,No
F,71,Yes,Yes,POST,24.55,No
F,5,Yes,No,PRE,89.35,Yes
M,47,Yes,Yes,POST,24.55,No
M,57,Yes,No,POST,90.65,No
M,50,Yes,Yes,POST,105.05,No
M,8,Yes,No,PRE,20.45,No
F,48,Yes,No,POST,19.55,No
F,70,Yes,No,POST,19.7,No
M,1,Yes,No,PRE,70.45,No
M,8,Yes,Yes,PRE,85.65,No
F,1,Yes,Yes,PRE,77.15,Yes
M,1,No,No,PRE,35.25,Yes
M,60,Yes,No,POST,20.55,No
M,49,Yes,Yes,POST,97.95,No
M,4,No,No,PRE,48.55,Yes
F,29,Yes,No,POST,20,No
F,67,Yes,Yes,POST,25.25,No
F,53,Yes,Yes,PRE,98.4,Yes
M,67,Yes,Yes,POST,70.9,No
F,6,Yes,No,PRE,19.85,No
F,47,Yes,Yes,PRE,106.35,No
F,53,Yes,No,POST,99.5,No
M,69,Yes,No,POST,84.7,No
M,3,Yes,No,PRE,86.05,No
M,4,Yes,No,PRE,44.55,No
M,56,Yes,Yes,POST,75.85,No
M,59,Yes,Yes,PRE,93.85,Yes
M,61,Yes,Yes,POST,25,No
F,2,Yes,No,PRE,45,No
M,46,Yes,Yes,PRE,100.7,Yes
M,12,Yes,No,PRE,20.5,No
F,14,Yes,Yes,PRE,80.45,Yes
F,28,Yes,Yes,POST,90.45,No
M,24,Yes,No,PRE,60.45,No
M,31,Yes,No,PRE,55.25,Yes
F,68,Yes,Yes,POST,78.45,No
M,39,Yes,Yes,POST,100.55,No
F,42,Yes,No,PRE,20.35,No
M,13,No,No,PRE,54.45,Yes
F,6,Yes,Yes,PRE,90.75,No
M,35,Yes,Yes,PRE,75.35,Yes
F,38,Yes,No,POST,20.25,No
M,18,Yes,No,POST,20.05,No
F,4,Yes,No,PRE,19.6,No
M,27,Yes,No,PRE,53.8,No
M,41,Yes,No,POST,70.2,No
M,50,Yes,No,POST,75.5,No
M,72,Yes,No,POST,20.35,No
F,70,Yes,Yes,POST,26.05,No
M,44,Yes,No,POST,20.6,No
M,2,Yes,No,PRE,75.7,Yes
F,34,Yes,No,POST,20.1,No
F,72,Yes,Yes,POST,24.3,No
M,71,Yes,Yes,POST,24.5,No
F,64,Yes,Yes,POST,110.5,No
F,72,Yes,Yes,POST,25.25,No
M,1,Yes,Yes,PRE,74.25,Yes
M,29,Yes,No,POST,90.1,No
F,23,Yes,No,POST,68.75,No
M,52,Yes,No,POST,19.2,No
F,25,Yes,Yes,PRE,89.7,Yes
F,64,Yes,Yes,POST,115.1,No
F,16,Yes,Yes,PRE,96.4,Yes
M,1,Yes,No,PRE,69.5,Yes
M,24,Yes,Yes,PRE,99.65,No
M,2,Yes,Yes,PRE,91.45,No
F,34,Yes,No,POST,84.75,No
M,36,Yes,Yes,PRE,85.25,Yes
M,53,Yes,Yes,POST,78.75,No
F,47,Yes,No,POST,20.25,No
M,72,Yes,No,POST,19.9,No
M,72,Yes,Yes,POST,97.75,No
M,1,Yes,No,PRE,19.4,Yes
F,9,Yes,Yes,PRE,83.3,Yes
F,8,Yes,No,PRE,80.1,Yes
M,45,Yes,No,POST,62.7,Yes
F,7,Yes,No,PRE,100.4,No
F,71,Yes,Yes,POST,24.45,No
F,41,Yes,No,POST,101.1,No
M,67,No,No,POST,50.9,No
M,69,Yes,Yes,POST,107.2,No
F,70,Yes,Yes,POST,92.2,No
M,25,Yes,Yes,POST,25.3,Yes
M,72,Yes,Yes,POST,113.4,No
M,34,No,No,POST,40.55,No
F,65,Yes,Yes,POST,26,No
F,70,Yes,Yes,POST,111.95,No
F,72,No,No,POST,53.8,No
M,35,Yes,No,POST,72.1,No
M,13,Yes,Yes,PRE,98.15,Yes
F,12,Yes,Yes,POST,78.85,No
F,62,Yes,No,POST,70.75,No
F,25,Yes,No,PRE,76.15,No
F,52,No,No,POST,39.1,No
M,8,Yes,No,PRE,69.95,No
M,2,Yes,No,PRE,20.05,No
F,56,Yes,No,POST,20.05,No
F,12,Yes,No,PRE,19.45,No
F,47,Yes,Yes,POST,26.9,No
M,2,Yes,No,PRE,19.2,No
F,18,Yes,No,PRE,50,No
F,8,Yes,No,PRE,60,No
M,45,Yes,Yes,PRE,84.55,No
M,3,Yes,No,PRE,45.45,No
F,38,Yes,No,POST,20.05,No
M,72,Yes,Yes,POST,115.55,No
M,46,Yes,Yes,PRE,93.7,Yes
F,71,Yes,Yes,POST,99,No
M,66,No,No,POST,50.55,No
M,25,Yes,Yes,PRE,105.95,Yes
M,18,Yes,Yes,POST,82,Yes
F,13,Yes,Yes,POST,25,No
F,65,Yes,Yes,POST,91.55,No
M,60,Yes,Yes,PRE,95.75,Yes
M,15,Yes,No,POST,19.35,No
F,72,Yes,Yes,POST,24.85,No
M,30,Yes,Yes,PRE,94.05,Yes
F,42,Yes,No,POST,100.4,No
F,71,Yes,Yes,POST,25,No
F,1,Yes,No,PRE,54.75,Yes
M,39,Yes,Yes,PRE,95.65,Yes
F,35,Yes,No,PRE,19.25,No
F,53,Yes,No,PRE,108.25,No
F,1,Yes,Yes,PRE,94.6,Yes
F,31,Yes,No,PRE,98.9,Yes
M,48,Yes,No,POST,20.15,No
F,30,Yes,Yes,PRE,101.3,No
M,10,Yes,No,PRE,20,No
F,12,Yes,Yes,PRE,105.3,No
F,57,Yes,No,POST,69.85,No
F,58,Yes,No,PRE,65.25,No
F,37,Yes,No,POST,19.8,No
F,44,Yes,No,PRE,19.6,No
M,27,Yes,No,POST,20.05,No
F,8,Yes,No,PRE,49.4,No
M,3,Yes,Yes,PRE,76.05,Yes
F,25,Yes,No,PRE,88.4,No
F,57,Yes,Yes,PRE,100.6,No
F,12,Yes,No,PRE,19.45,No
F,62,Yes,No,POST,20.3,No
F,65,Yes,Yes,POST,107.65,No
F,71,Yes,Yes,POST,80.45,No
F,21,Yes,No,POST,58.85,No
M,71,Yes,Yes,POST,109.6,No
F,7,Yes,No,PRE,75.15,No
F,72,Yes,No,POST,73,No
F,1,Yes,No,PRE,70.1,No
F,72,Yes,Yes,POST,98.65,No
F,64,Yes,Yes,POST,111.45,No
F,72,Yes,Yes,POST,114.9,No
F,29,Yes,Yes,PRE,100.55,No
F,13,Yes,No,POST,20.4,No
F,31,Yes,Yes,PRE,104.35,No
M,1,Yes,No,PRE,69.75,Yes
M,7,No,No,PRE,34.5,Yes
M,61,Yes,Yes,PRE,105.55,Yes
F,39,No,No,PRE,30.1,Yes
M,10,Yes,No,PRE,70.3,Yes
F,14,Yes,Yes,PRE,80.45,No
F,1,Yes,Yes,PRE,80.2,Yes
F,67,Yes,Yes,POST,94.35,Yes
F,72,Yes,Yes,POST,91.35,No
M,6,Yes,No,PRE,44.6,Yes
F,1,Yes,No,PRE,19.6,Yes
M,25,Yes,No,POST,19.9,No
F,33,Yes,Yes,PRE,110.45,Yes
M,18,Yes,No,PRE,68.35,No
M,71,Yes,No,POST,79.1,No
M,28,Yes,Yes,POST,51,No
F,2,Yes,Yes,PRE,80.55,No
M,17,Yes,Yes,PRE,66.7,No
M,56,Yes,Yes,PRE,86.4,No
F,60,No,No,POST,50.05,No
F,33,Yes,Yes,POST,25.7,No
F,1,Yes,No,PRE,83.4,No
M,2,Yes,No,PRE,70.7,Yes
M,63,Yes,Yes,POST,84.65,No
M,7,Yes,Yes,PRE,99.25,Yes
F,55,Yes,No,POST,64.75,No
F,65,Yes,Yes,POST,100.15,No
M,1,Yes,No,PRE,84.8,Yes
M,63,Yes,Yes,POST,25.25,No
F,70,Yes,Yes,POST,113,No
F,36,No,No,POST,40.65,No
M,52,Yes,No,POST,105,Yes
M,22,Yes,Yes,PRE,54.45,Yes
M,22,Yes,No,PRE,94.95,No
F,5,Yes,No,PRE,59.9,No
F,47,Yes,No,PRE,85.3,Yes
F,33,Yes,Yes,PRE,83.35,Yes
M,18,No,No,PRE,33.5,Yes
F,1,Yes,No,PRE,19.8,No
M,56,Yes,No,POST,81.8,No
F,2,Yes,No,PRE,20,No
M,35,Yes,Yes,PRE,59.6,No
F,64,Yes,Yes,POST,25,No
F,15,Yes,Yes,PRE,84.35,No
M,24,Yes,No,PRE,90.35,Yes
M,1,Yes,No,PRE,55.55,No
F,70,Yes,No,POST,75.35,No
M,1,Yes,No,PRE,90.75,Yes
F,4,Yes,Yes,PRE,89.6,Yes
F,39,Yes,No,POST,59.3,No
F,29,Yes,Yes,PRE,66.1,No
F,14,Yes,No,POST,18.8,No
F,61,Yes,Yes,POST,86.45,No
M,13,Yes,No,PRE,52.1,No
F,66,No,No,POST,47.4,No
M,2,No,No,PRE,49.25,Yes
F,59,Yes,Yes,POST,109.15,No
M,62,Yes,Yes,POST,94.95,No
M,33,Yes,No,POST,93.55,No
M,66,Yes,No,POST,79.5,No
F,72,Yes,Yes,POST,115.05,No
M,1,Yes,No,PRE,19.75,Yes
F,19,Yes,Yes,PRE,95.15,Yes
F,51,Yes,Yes,POST,95.15,No
M,63,Yes,Yes,PRE,105.4,No
M,27,Yes,No,POST,20.1,No
M,22,Yes,Yes,PRE,101.35,Yes
F,4,Yes,No,PRE,20.05,No
M,42,Yes,No,POST,20.7,No
F,29,Yes,No,POST,20.35,No
F,4,Yes,No,PRE,70.05,Yes
M,30,Yes,No,POST,19.7,No
M,4,Yes,Yes,PRE,74.65,Yes
M,71,Yes,No,POST,85.45,No
M,46,No,No,POST,40.4,No
M,4,Yes,Yes,PRE,50.4,Yes
F,7,Yes,Yes,PRE,79.65,Yes
M,69,Yes,Yes,POST,105.2,No
F,72,Yes,Yes,POST,100.65,No
M,19,Yes,Yes,PRE,79.85,Yes
M,28,Yes,No,PRE,91,No
M,5,Yes,Yes,PRE,78.75,Yes
F,72,Yes,Yes,POST,116.75,No
M,8,Yes,No,PRE,80.45,Yes
F,7,Yes,No,POST,59.1,No
F,22,Yes,No,PRE,49.8,No
M,72,Yes,No,POST,19.3,No
M,8,Yes,No,PRE,19.65,No
M,52,Yes,Yes,POST,81.4,No
F,68,No,No,POST,38.9,No
F,71,Yes,Yes,POST,87.95,No
M,2,Yes,No,PRE,19.85,No
F,34,Yes,Yes,PRE,96.35,No
F,35,No,No,PRE,24.15,No
